user_id,full_name,phone_number,email,city,registration_date,status,created_at
U000048,User 000048,083084839399,user000048@example.com,Palembang,2025-01-04,ACTIVE,2025-01-04 17:27:21
U000049,User 000049,087769777475,user000049@example.com,Medan,2024-07-24,ACTIVE,2024-07-24 12:56:35
U000050,User 000050,088763140509,user000050@example.com,Medan,2026-01-04,ACTIVE,2026-01-04 17:42:33
U000051,User 000051,087146318035,user000051@example.com,Yogyakarta,2024-05-26,INACTIVE,2024-05-26 12:43:14
U000052,User 000052,084131356954,user000052@example.com,Bandung,2025-09-30,ACTIVE,2025-09-30 15:00:13
U000053,User 000053,084700855390,user000053@example.com,Medan,2024-04-04,INACTIVE,2024-04-04 03:48:15
U000054,User 000054,082926780541,user000054@example.com,Yogyakarta,2024-10-24,ACTIVE,2024-10-24 14:59:44
U000055,User 000055,086491309593,user000055@example.com,Medan,2024-10-12,ACTIVE,2024-10-12 00:55:47
U000056,User 000056,083363629219,user000056@example.com,Jakarta,2024-04-27,INACTIVE,2024-04-27 02:33:08
U000057,User 000057,084590711152,user000057@example.com,Bandung,2026-04-19,ACTIVE,2026-04-19 18:34:44
U000058,User 000058,086009268066,user000058@example.com,Denpasar,2025-01-02,ACTIVE,2025-01-02 04:51:58
U000059,User 000059,081251837136,user000059@example.com,Yogyakarta,2026-01-17,ACTIVE,2026-01-17 18:20:33
U000060,User 000060,089526836552,user000060@example.com,Semarang,2024-01-04,ACTIVE,2024-01-04 08:21:29
U000061,User 000061,086520103410,user000061@example.com,Palembang,2025-12-07,ACTIVE,2025-12-07 19:56:29
U000062,User 000062,081664847319,user000062@example.com,Semarang,2026-01-26,ACTIVE,2026-01-26 00:25:31
U000063,User 000063,085160575046,user000063@example.com,Tangerang,2024-12-04,ACTIVE,2024-12-04 04:28:39
U000064,User 000064,089851745355,user000064@example.com,Makassar,2026-04-22,ACTIVE,2026-04-22 06:30:08
U000065,User 000065,089805294274,user000065@example.com,Denpasar,2024-03-29,ACTIVE,2024-03-29 19:16:33
U000066,User 000066,083281169403,user000066@example.com,Jakarta,2026-02-20,ACTIVE,2026-02-20 03:37:15
U000067,User 000067,081798112150,user000067@example.com,Tangerang,2026-02-27,ACTIVE,2026-02-27 21:13:07
U000068,User 000068,086305160342,user000068@example.com,Bandung,2024-04-15,ACTIVE,2024-04-15 13:45:52
U000069,User 000069,083553440342,user000069@example.com,Tangerang,2026-06-03,ACTIVE,2026-06-03 23:02:19
U000070,User 000070,087540301973,user000070@example.com,Semarang,2024-05-07,SUSPENDED,2024-05-07 08:33:46
U000071,User 000071,082349409434,user000071@example.com,Semarang,2024-11-13,ACTIVE,2024-11-13 07:20:05
U000072,User 000072,088067372072,user000072@example.com,Denpasar,2025-09-06,ACTIVE,2025-09-06 19:57:57
U000073,User 000073,085018948187,user000073@example.com,Jakarta,2025-05-06,ACTIVE,2025-05-06 03:56:24
U000074,User 000074,081429416213,user000074@example.com,Palembang,2025-12-12,ACTIVE,2025-12-12 22:07:21
U000075,User 000075,087467725516,user000075@example.com,Surabaya,2024-11-27,ACTIVE,2024-11-27 02:58:07
U000076,User 000076,084783282817,user000076@example.com,Medan,2025-06-26,ACTIVE,2025-06-26 03:59:32
U000077,User 000077,082224011538,user000077@example.com,Denpasar,2025-07-28,ACTIVE,2025-07-28 00:58:06
U000078,User 000078,088316648259,user000078@example.com,Tangerang,2026-04-23,ACTIVE,2026-04-23 20:38:00
U000079,User 000079,089623534576,user000079@example.com,Palembang,2026-04-01,ACTIVE,2026-04-01 16:20:18
U000080,User 000080,084771526597,user000080@example.com,Semarang,2025-04-10,ACTIVE,2025-04-10 01:38:55
U000081,User 000081,084821286999,user000081@example.com,Palembang,2024-06-28,ACTIVE,2024-06-28 07:29:33
U000082,User 000082,086464693977,user000082@example.com,Tangerang,2024-08-29,ACTIVE,2024-08-29 11:31:05
U000083,User 000083,088377088167,user000083@example.com,Medan,2024-11-23,ACTIVE,2024-11-23 04:50:33
U000084,User 000084,087465682673,user000084@example.com,Semarang,2025-02-14,ACTIVE,2025-02-14 02:01:59
U000085,User 000085,089986353481,user000085@example.com,Yogyakarta,2024-03-19,ACTIVE,2024-03-19 21:55:12
U000086,User 000086,081189351213,user000086@example.com,Makassar,2025-03-05,ACTIVE,2025-03-05 19:23:11
U000087,User 000087,082125089309,user000087@example.com,Denpasar,2024-07-22,ACTIVE,2024-07-22 05:18:37
U000088,User 000088,088325785916,user000088@example.com,Palembang,2026-05-07,ACTIVE,2026-05-07 00:08:12
U000089,User 000089,081480494664,user000089@example.com,Surabaya,2024-01-16,ACTIVE,2024-01-16 00:30:45
U000090,User 000090,083373077218,user000090@example.com,Yogyakarta,2026-04-27,ACTIVE,2026-04-27 13:04:49
U000091,User 000091,085474620894,user000091@example.com,Makassar,2024-07-16,ACTIVE,2024-07-16 23:30:48
U000092,User 000092,089155819200,user000092@example.com,Medan,2024-03-02,ACTIVE,2024-03-02 23:23:19
U000093,User 000093,083864457210,user000093@example.com,Makassar,2025-01-22,ACTIVE,2025-01-22 15:08:34
U000094,User 000094,084993808565,user000094@example.com,Surabaya,2026-05-19,ACTIVE,2026-05-19 17:58:13
U000095,User 000095,089080621072,user000095@example.com,Jakarta,2024-10-02,ACTIVE,2024-10-02 00:59:26
U000096,User 000096,089292791081,user000096@example.com,Medan,2024-10-05,ACTIVE,2024-10-05 15:03:00
U000097,User 000097,084011966884,user000097@example.com,Yogyakarta,2025-02-18,ACTIVE,2025-02-18 11:14:16
U000098,User 000098,088982597239,user000098@example.com,Medan,2024-03-01,ACTIVE,2024-03-01 03:45:28
U000099,User 000099,087271954644,user000099@example.com,Semarang,2024-11-06,ACTIVE,2024-11-06 00:36:51
U000100,User 000100,081957449367,user000100@example.com,Medan,2024-12-19,ACTIVE,2024-12-19 13:22:29
U000101,User 000101,086704841644,user000101@example.com,Bandung,2025-09-10,ACTIVE,2025-09-10 23:53:18
U000102,User 000102,087482848011,user000102@example.com,Palembang,2025-03-09,ACTIVE,2025-03-09 14:32:02
U000103,User 000103,085033992825,user000103@example.com,Bandung,2025-05-29,ACTIVE,2025-05-29 10:09:42
U000104,User 000104,082140169349,user000104@example.com,Bandung,2025-02-09,ACTIVE,2025-02-09 18:48:30
U000105,User 000105,087161404428,user000105@example.com,Makassar,2026-07-15,INACTIVE,2026-07-15 17:47:18
U000106,User 000106,083196545325,user000106@example.com,Yogyakarta,2025-11-08,ACTIVE,2025-11-08 21:56:35
U000107,User 000107,086111349421,user000107@example.com,Jakarta,2026-06-14,ACTIVE,2026-06-14 16:45:37
U000108,User 000108,089597198563,user000108@example.com,Palembang,2025-11-08,ACTIVE,2025-11-08 09:24:09
U000109,User 000109,086859286614,user000109@example.com,Bandung,2024-11-02,ACTIVE,2024-11-02 02:00:07
U000110,User 000110,087971399399,user000110@example.com,Bandung,2025-05-27,ACTIVE,2025-05-27 22:44:58
U000111,User 000111,087473041886,user000111@example.com,Yogyakarta,2025-04-11,ACTIVE,2025-04-11 12:49:32
U000112,User 000112,081546696950,user000112@example.com,Yogyakarta,2025-05-21,ACTIVE,2025-05-21 16:58:48
U000113,User 000113,084877520294,user000113@example.com,Tangerang,2025-08-11,INACTIVE,2025-08-11 23:33:37
U000114,User 000114,086587537178,user000114@example.com,Palembang,2026-06-03,ACTIVE,2026-06-03 01:46:54
U000115,User 000115,086600100279,user000115@example.com,Medan,2024-01-01,ACTIVE,2024-01-01 15:08:04
U000116,User 000116,086679017210,user000116@example.com,Denpasar,2025-10-29,ACTIVE,2025-10-29 19:23:30
U000117,User 000117,083901796894,user000117@example.com,Palembang,2025-11-17,ACTIVE,2025-11-17 20:54:43
U000118,User 000118,084160930353,user000118@example.com,Bandung,2026-01-05,ACTIVE,2026-01-05 01:39:34
U000119,User 000119,082439622619,user000119@example.com,Medan,2025-03-16,ACTIVE,2025-03-16 20:19:26
U000120,User 000120,081855256552,user000120@example.com,Jakarta,2025-04-27,ACTIVE,2025-04-27 05:16:35
U000121,User 000121,085607762160,user000121@example.com,Yogyakarta,2024-03-12,ACTIVE,2024-03-12 18:58:20
U000122,User 000122,088285786023,user000122@example.com,Denpasar,2026-06-13,ACTIVE,2026-06-13 06:34:00
U000123,User 000123,082047905204,user000123@example.com,Jakarta,2025-09-12,ACTIVE,2025-09-12 20:08:19
U000124,User 000124,088638257497,user000124@example.com,Medan,2024-06-14,ACTIVE,2024-06-14 13:51:44
U000125,User 000125,082995226582,user000125@example.com,Palembang,2024-09-30,ACTIVE,2024-09-30 05:31:50
U000126,User 000126,085816198518,user000126@example.com,Surabaya,2025-01-22,ACTIVE,2025-01-22 02:47:06
U000127,User 000127,087852415525,user000127@example.com,Denpasar,2025-12-22,ACTIVE,2025-12-22 19:09:19
U000128,User 000128,088995059760,user000128@example.com,Denpasar,2026-08-09,ACTIVE,2026-08-09 17:20:02
U000129,User 000129,084228856718,user000129@example.com,Semarang,2025-02-06,ACTIVE,2025-02-06 15:21:40
U000130,User 000130,086322520473,user000130@example.com,Denpasar,2026-03-20,ACTIVE,2026-03-20 19:27:56
U000131,User 000131,088359619163,user000131@example.com,Medan,2024-04-30,ACTIVE,2024-04-30 08:47:19
U000132,User 000132,086737421496,user000132@example.com,Palembang,2025-02-26,ACTIVE,2025-02-26 02:16:24
U000133,User 000133,081594312071,user000133@example.com,Medan,2024-05-05,ACTIVE,2024-05-05 04:09:10
U000134,User 000134,083980491761,user000134@example.com,Medan,2025-08-18,ACTIVE,2025-08-18 00:35:26
U000135,User 000135,087076811348,user000135@example.com,Makassar,2024-04-09,INACTIVE,2024-04-09 18:37:30
U000136,User 000136,087296096954,user000136@example.com,Jakarta,2026-04-22,ACTIVE,2026-04-22 22:00:34
U000137,User 000137,088872207630,user000137@example.com,Yogyakarta,2024-11-17,ACTIVE,2024-11-17 07:20:41
U000138,User 000138,087767538527,user000138@example.com,Denpasar,2026-06-26,ACTIVE,2026-06-26 08:03:31
U000139,User 000139,089344011888,user000139@example.com,Semarang,2024-01-10,ACTIVE,2024-01-10 03:49:18
U000140,User 000140,086242173772,user000140@example.com,Medan,2025-08-28,SUSPENDED,2025-08-28 19:45:21
U000141,User 000141,087166868574,user000141@example.com,Jakarta,2025-02-27,INACTIVE,2025-02-27 23:45:57
U000142,User 000142,081116402431,user000142@example.com,Yogyakarta,2025-08-27,ACTIVE,2025-08-27 01:38:50
U000143,User 000143,089018065507,user000143@example.com,Surabaya,2024-07-29,ACTIVE,2024-07-29 19:14:36
U000144,User 000144,086412330148,user000144@example.com,Makassar,2024-03-19,ACTIVE,2024-03-19 02:44:49
U000145,User 000145,087247886041,user000145@example.com,Makassar,2024-11-24,ACTIVE,2024-11-24 19:16:02
U000146,User 000146,087105574449,user000146@example.com,Bandung,2025-08-11,ACTIVE,2025-08-11 22:50:59
U000147,User 000147,089673185158,user000147@example.com,Palembang,2025-12-31,ACTIVE,2025-12-31 14:18:35
U000148,User 000148,082503068227,user000148@example.com,Bandung,2024-03-21,ACTIVE,2024-03-21 21:53:31
U000149,User 000149,084239406957,user000149@example.com,Medan,2024-03-03,ACTIVE,2024-03-03 12:55:55
U000150,User 000150,084604460472,user000150@example.com,Tangerang,2024-11-05,ACTIVE,2024-11-05 16:42:17
U000151,User 000151,082024542722,user000151@example.com,Denpasar,2024-08-24,INACTIVE,2024-08-24 17:13:32
U000152,User 000152,086231117883,user000152@example.com,Semarang,2024-06-26,ACTIVE,2024-06-26 16:44:51
U000153,User 000153,084518871744,user000153@example.com,Semarang,2025-07-27,ACTIVE,2025-07-27 01:24:32
U000154,User 000154,083485432021,user000154@example.com,Semarang,2024-06-16,ACTIVE,2024-06-16 22:12:48
U000155,User 000155,089410288290,user000155@example.com,Yogyakarta,2026-06-13,SUSPENDED,2026-06-13 11:15:28
U000156,User 000156,089916336966,user000156@example.com,Medan,2024-11-04,ACTIVE,2024-11-04 02:16:12
U000157,User 000157,084459716271,user000157@example.com,Tangerang,2024-06-07,ACTIVE,2024-06-07 07:09:21
U000158,User 000158,082591589823,user000158@example.com,Palembang,2024-03-04,ACTIVE,2024-03-04 19:10:05
U000159,User 000159,083105400301,user000159@example.com,Yogyakarta,2025-06-14,ACTIVE,2025-06-14 02:01:13
U000160,User 000160,088854238082,user000160@example.com,Surabaya,2025-07-16,ACTIVE,2025-07-16 15:20:55
U000161,User 000161,088088660633,user000161@example.com,Tangerang,2025-11-07,ACTIVE,2025-11-07 12:08:15
U000162,User 000162,088622026979,user000162@example.com,Denpasar,2026-04-16,ACTIVE,2026-04-16 00:32:24
U000163,User 000163,087839626408,user000163@example.com,Makassar,2025-11-07,ACTIVE,2025-11-07 15:23:38
U000164,User 000164,085667181604,user000164@example.com,Denpasar,2025-01-16,ACTIVE,2025-01-16 08:43:23
U000165,User 000165,088518238399,user000165@example.com,Tangerang,2025-01-13,ACTIVE,2025-01-13 19:53:16
U000166,User 000166,088164814926,user000166@example.com,Makassar,2026-08-06,ACTIVE,2026-08-06 02:48:54
U000167,User 000167,082395925222,user000167@example.com,Denpasar,2024-02-14,ACTIVE,2024-02-14 14:00:48
U000168,User 000168,086404582459,user000168@example.com,Semarang,2024-11-25,ACTIVE,2024-11-25 12:24:04
U000169,User 000169,089633533290,user000169@example.com,Medan,2026-07-15,ACTIVE,2026-07-15 02:16:10
U000170,User 000170,087040562787,user000170@example.com,Palembang,2024-05-12,ACTIVE,2024-05-12 23:52:57
U000171,User 000171,088261111839,user000171@example.com,Denpasar,2025-01-08,ACTIVE,2025-01-08 07:55:32
U000172,User 000172,084405620755,user000172@example.com,Bandung,2025-11-27,ACTIVE,2025-11-27 05:09:29
U000173,User 000173,086246716604,user000173@example.com,Medan,2025-04-02,ACTIVE,2025-04-02 01:53:51
U000174,User 000174,086879898071,user000174@example.com,Palembang,2025-04-20,ACTIVE,2025-04-20 16:11:17
U000175,User 000175,086771394050,user000175@example.com,Palembang,2026-04-04,ACTIVE,2026-04-04 18:12:15
U000176,User 000176,087243788374,user000176@example.com,Semarang,2025-05-28,ACTIVE,2025-05-28 20:47:36
U000177,User 000177,081990153355,user000177@example.com,Medan,2025-01-25,ACTIVE,2025-01-25 13:00:30
U000178,User 000178,081795212538,user000178@example.com,Medan,2025-05-05,ACTIVE,2025-05-05 04:28:48
U000179,User 000179,087858164010,user000179@example.com,Bandung,2026-01-22,INACTIVE,2026-01-22 04:13:54
U000180,User 000180,082272368870,user000180@example.com,Makassar,2024-10-28,ACTIVE,2024-10-28 13:13:40
U000181,User 000181,082298229437,user000181@example.com,Palembang,2024-10-05,ACTIVE,2024-10-05 18:03:56
U000182,User 000182,082178158203,user000182@example.com,Jakarta,2024-07-15,ACTIVE,2024-07-15 15:21:17
U000183,User 000183,085054834021,user000183@example.com,Denpasar,2026-05-09,INACTIVE,2026-05-09 14:43:03
U000184,User 000184,084748302739,user000184@example.com,Tangerang,2024-06-08,ACTIVE,2024-06-08 08:44:40
U000185,User 000185,087311011808,user000185@example.com,Denpasar,2025-03-17,ACTIVE,2025-03-17 16:56:18
U000186,User 000186,085515628633,user000186@example.com,Denpasar,2025-06-13,ACTIVE,2025-06-13 06:26:16
U000187,User 000187,084530959836,user000187@example.com,Yogyakarta,2024-06-26,ACTIVE,2024-06-26 05:28:36
U000188,User 000188,089908115095,user000188@example.com,Jakarta,2026-02-02,ACTIVE,2026-02-02 21:38:26
U000189,User 000189,082304963614,user000189@example.com,Medan,2024-08-23,ACTIVE,2024-08-23 16:47:34
U000190,User 000190,083656086594,user000190@example.com,Palembang,2024-07-03,ACTIVE,2024-07-03 00:11:39
U000191,User 000191,087196439534,user000191@example.com,Tangerang,2025-08-13,ACTIVE,2025-08-13 21:31:14
U000192,User 000192,083667292043,user000192@example.com,Tangerang,2025-10-28,ACTIVE,2025-10-28 03:56:06
U000193,User 000193,086201313620,user000193@example.com,Bandung,2024-06-03,INACTIVE,2024-06-03 03:41:44
U000194,User 000194,082030213097,user000194@example.com,Palembang,2024-08-31,ACTIVE,2024-08-31 23:30:46
U000195,User 000195,081672302490,user000195@example.com,Yogyakarta,2024-04-26,ACTIVE,2024-04-26 14:37:16
U000196,User 000196,087313226025,user000196@example.com,Jakarta,2025-11-30,ACTIVE,2025-11-30 19:59:43
U000197,User 000197,088986950095,user000197@example.com,Bandung,2024-12-25,ACTIVE,2024-12-25 14:03:34
U000198,User 000198,089263135031,user000198@example.com,Tangerang,2024-12-28,ACTIVE,2024-12-28 14:40:12
U000199,User 000199,082825957977,user000199@example.com,Palembang,2024-11-03,ACTIVE,2024-11-03 07:14:05
U000200,User 000200,083781569954,user000200@example.com,Semarang,2024-12-15,ACTIVE,2024-12-15 05:30:13
U000201,User 000201,081306702926,user000201@example.com,Surabaya,2024-08-08,ACTIVE,2024-08-08 22:57:11
U000202,User 000202,089251459094,user000202@example.com,Denpasar,2025-04-22,ACTIVE,2025-04-22 20:35:58
U000203,User 000203,087614170462,user000203@example.com,Denpasar,2024-07-12,ACTIVE,2024-07-12 04:14:25
U000204,User 000204,083568547910,user000204@example.com,Yogyakarta,2024-05-04,ACTIVE,2024-05-04 23:05:22
U000205,User 000205,087887897660,user000205@example.com,Jakarta,2025-05-15,ACTIVE,2025-05-15 17:01:10
U000206,User 000206,088822944679,user000206@example.com,Tangerang,2024-05-21,ACTIVE,2024-05-21 20:54:47
U000207,User 000207,086047405755,user000207@example.com,Palembang,2024-03-03,ACTIVE,2024-03-03 11:56:43
U000208,User 000208,089229469952,user000208@example.com,Surabaya,2025-11-17,ACTIVE,2025-11-17 23:30:25
U000209,User 000209,088792122716,user000209@example.com,Bandung,2026-06-28,ACTIVE,2026-06-28 06:40:12
U000210,User 000210,086789448659,user000210@example.com,Makassar,2025-12-31,ACTIVE,2025-12-31 03:15:27
U000211,User 000211,083878201524,user000211@example.com,Surabaya,2025-05-13,ACTIVE,2025-05-13 17:55:09
U000212,User 000212,087422990551,user000212@example.com,Yogyakarta,2025-05-27,ACTIVE,2025-05-27 07:58:18
U000213,User 000213,085452580287,user000213@example.com,Bandung,2026-05-04,ACTIVE,2026-05-04 13:05:17
U000214,User 000214,086379012098,user000214@example.com,Bandung,2025-05-03,ACTIVE,2025-05-03 14:02:58
U000215,User 000215,089594878379,user000215@example.com,Palembang,2025-09-19,ACTIVE,2025-09-19 20:44:17
U000216,User 000216,082774884818,user000216@example.com,Medan,2025-12-18,ACTIVE,2025-12-18 15:43:35
U000217,User 000217,088543865915,user000217@example.com,Denpasar,2026-03-16,ACTIVE,2026-03-16 08:49:17
U000218,User 000218,086169243284,user000218@example.com,Palembang,2024-03-21,ACTIVE,2024-03-21 04:13:35
U000219,User 000219,089279291478,user000219@example.com,Denpasar,2024-07-22,ACTIVE,2024-07-22 12:31:37
U000220,User 000220,081521521078,user000220@example.com,Tangerang,2026-01-22,ACTIVE,2026-01-22 23:21:56
U000221,User 000221,084048494026,user000221@example.com,Semarang,2025-01-06,ACTIVE,2025-01-06 17:39:21
U000222,User 000222,089648665968,user000222@example.com,Yogyakarta,2026-05-05,ACTIVE,2026-05-05 16:46:00
U000223,User 000223,085782279101,user000223@example.com,Bandung,2024-05-24,ACTIVE,2024-05-24 19:05:27
U000224,User 000224,088372755146,user000224@example.com,Palembang,2024-08-27,ACTIVE,2024-08-27 04:27:34
U000225,User 000225,083028168523,user000225@example.com,Denpasar,2025-02-28,ACTIVE,2025-02-28 18:01:08
U000226,User 000226,085916199809,user000226@example.com,Medan,2026-05-06,ACTIVE,2026-05-06 08:39:06
U000227,User 000227,084776677517,user000227@example.com,Bandung,2026-07-20,SUSPENDED,2026-07-20 02:24:59
U000228,User 000228,088964640525,user000228@example.com,Makassar,2025-03-05,ACTIVE,2025-03-05 03:14:58
U000229,User 000229,085305985001,user000229@example.com,Semarang,2026-02-27,ACTIVE,2026-02-27 17:49:57
U000230,User 000230,088129391249,user000230@example.com,Surabaya,2026-06-30,ACTIVE,2026-06-30 18:37:27
U000231,User 000231,087608153267,user000231@example.com,Makassar,2025-11-24,ACTIVE,2025-11-24 16:29:36
U000232,User 000232,087628981661,user000232@example.com,Denpasar,2025-05-31,ACTIVE,2025-05-31 10:15:35
U000233,User 000233,084734910807,user000233@example.com,Medan,2025-05-14,ACTIVE,2025-05-14 20:43:44
U000234,User 000234,082644847276,user000234@example.com,Yogyakarta,2026-06-07,ACTIVE,2026-06-07 06:09:40
U000235,User 000235,086932342612,user000235@example.com,Surabaya,2024-03-08,ACTIVE,2024-03-08 19:17:21
U000236,User 000236,085143889422,user000236@example.com,Surabaya,2026-02-08,ACTIVE,2026-02-08 11:11:25
U000237,User 000237,088924383984,user000237@example.com,Bandung,2026-02-19,ACTIVE,2026-02-19 06:46:16
U000238,User 000238,089205284543,user000238@example.com,Jakarta,2026-03-28,ACTIVE,2026-03-28 00:52:39
U000239,User 000239,081662976399,user000239@example.com,Denpasar,2024-08-11,ACTIVE,2024-08-11 22:30:12
U000240,User 000240,088270110908,user000240@example.com,Bandung,2025-02-15,ACTIVE,2025-02-15 16:45:55
U000241,User 000241,088556573246,user000241@example.com,Palembang,2025-05-25,INACTIVE,2025-05-25 09:48:46
U000242,User 000242,083651968205,user000242@example.com,Medan,2024-02-25,INACTIVE,2024-02-25 18:24:55
U000243,User 000243,085283911723,user000243@example.com,Bandung,2025-03-22,INACTIVE,2025-03-22 10:15:56
U000244,User 000244,085201928545,user000244@example.com,Bandung,2025-11-05,ACTIVE,2025-11-05 03:37:44
U000245,User 000245,081124327519,user000245@example.com,Makassar,2025-11-20,ACTIVE,2025-11-20 05:32:07
U000246,User 000246,086554972315,user000246@example.com,Makassar,2024-03-28,INACTIVE,2024-03-28 04:16:35
U000247,User 000247,081625217504,user000247@example.com,Palembang,2025-10-31,ACTIVE,2025-10-31 01:10:02
U000248,User 000248,084403845222,user000248@example.com,Surabaya,2025-10-02,INACTIVE,2025-10-02 02:24:09
U000249,User 000249,089929101065,user000249@example.com,Yogyakarta,2024-09-28,INACTIVE,2024-09-28 23:03:31
U000250,User 000250,083504640817,user000250@example.com,Medan,2025-01-09,ACTIVE,2025-01-09 02:47:07
U000251,User 000251,088034746821,user000251@example.com,Denpasar,2025-12-17,ACTIVE,2025-12-17 08:54:53
U000252,User 000252,083864059081,user000252@example.com,Denpasar,2025-01-31,ACTIVE,2025-01-31 15:16:10
U000253,User 000253,081678500147,user000253@example.com,Denpasar,2025-03-22,ACTIVE,2025-03-22 19:41:08
U000254,User 000254,089426850694,user000254@example.com,Semarang,2025-06-20,ACTIVE,2025-06-20 19:37:12
U000255,User 000255,088925520026,user000255@example.com,Medan,2025-12-10,ACTIVE,2025-12-10 16:04:24
